Produto,CAS,Descrição,DataSheet
3-amino-4-hydroxy-N-methylbenzenesulfonamide,80-23-9,3-Amino-4-Hydroxy-N-Methyl-Benzenesulfonamide;2-Aminophenol-N-methyl-4-sulfoamide;2-AMINOPHENOL-4-SULFONMETHYLAMINDE;2-Aminophenol-4-Sulfonmethylamide,https://chemicals.logicwebsites.com/data-sheets/4267.pdf
3-aminobenzenesulphonanilide,80-21-7,m-AMINOBENZENESULFONANILIDE;3-AMINOBENZENESULFONANILIDE;M-AMINO BENZENE SULFONANILIDE;3-amino-n-phenyl-benzenesulfonamid;m-aminobenzenesulphonanilide;3-Aminobenzene sulfanilide;3-Aminosulfonanilide;Metanilanilide;3-amino-N-phenylbenzenesulfonamide,https://chemicals.logicwebsites.com/data-sheets/4266.pdf
Methyl benzenesulfonate,80-18-2,"(+-)-taxifolin;Benzenesulfonic acid, methyl ester;20ND3-5;4-11-00-00029 (Beilstein Handbook Reference);AI3-06624;BRN 0908448;CCRIS 9156;NSC 06624;NSC 3214;Methyl benzenesulphonate;Benzenesulfonic acid methyl ester",https://chemicals.logicwebsites.com/data-sheets/4264.pdf
Benzenesulfonyl hydrazide,80-17-1,Porofor BSH;Benzenesulfonohydrazide;Benzenesulphonohydrazide;BSH;Benzenesulphonyl hydrazide;Benzene sulfonyl hydrazide,https://chemicals.logicwebsites.com/data-sheets/4263.pdf
"1,3,5-Tris(trifluoromethyl)benzene",729-81-7,"Benzene, 1,3,5-tris(trifluoromethyl)-",https://chemicals.logicwebsites.com/data-sheets/4262.pdf
Acetophenone Azine,729-43-1,"Ethanone, 1-phenyl-, 2-(1-phenylethylidene)hydrazone;Acetophenone azine;Ethanone, 1-phenyl-, (1-phenylethylidene)hydrazone;NSC 25772;1-Phenylethan-1-one (1-phenylethylidene)hydrazone;Acetophenone, azine (8CI);bis(1-phenylethylidene)hydrazine;(1Z,2Z)-bis(1-phenylethylidene)hydrazine;(1E,2E)-bis(1-phenylethylidene)hydrazine",https://chemicals.logicwebsites.com/data-sheets/4261.pdf
2'-Nitrobenzanilide,728-90-5,,https://chemicals.logicwebsites.com/data-sheets/4260.pdf
"4,4'-Dimethoxybenzhydrol",728-87-0,"Bis(4-methoxyphenyl) carbinol;4,4-Dimethoxydiphenylmethanol;4,4-Dimethoxybenzhydrol;Bis(4-methoxyphenyl)carbinol;bis(4-methoxyphenyl)methanol",https://chemicals.logicwebsites.com/data-sheets/4258.pdf
3-(Trifluoromethyl)benzophenone,728-81-4,phenyl[3-(trifluoromethyl)phenyl]methanone,https://chemicals.logicwebsites.com/data-sheets/4257.pdf
3-Trifluoromethylbenzhydrol,728-80-3,3-(Trifluoromethyl)benzhydrol;Phenyl 3-trifluoromethylphenyl carbinol;3-(Trifluoromethyl)diphenylmethanol;(R)-phenyl[3-(trifluoromethyl)phenyl]methanol;phenyl[3-(trifluoromethyl)phenyl]methanol;3-(Trifluoromethyl)Benzohydrol,https://chemicals.logicwebsites.com/data-sheets/4256.pdf
Linderalactone,728-61-0,"6H-4,7-Methenofuro(3,2-c)oxacycloundecin-6-one, 4,8,9,12-tetrahydro-3,11-dimethyl-, (4R,10E)-;6H-4,7-Methenofuro(3,2-c)oxacycloundecin-6-one, 4,8,9,12-tetrahydro-3,11-dimethyl-, (R-(E))-;Germacra-1(10),4,7,11-tetraen-15-oic acid, 8,12-epoxy-6alpha-hydroxy-, gamma-lactone, (E)-( )-;(4R)-3,11-dimethyl-4,8,9,12-tetrahydro-4,7-(metheno)furo[3,2-c]oxacycloundecin-6-one;(R,10E)-4,8,9,12-Tetrahydro-3,11-Dimethyl-6H-4,7-Methenofuro[3,2-C]Oxacycloundecin-6-One",https://chemicals.logicwebsites.com/data-sheets/4255.pdf
2-(Trifluoromethyl)benzophenone,727-99-1,phenyl[2-(trifluoromethyl)phenyl]methanone;{[2-nitro-4-(trifluoromethyl)phenyl]sulfanyl}acetic acid,https://chemicals.logicwebsites.com/data-sheets/4254.pdf
2-(trifluoromethyl)benzhydrol,727-98-0,,https://chemicals.logicwebsites.com/data-sheets/4253.pdf
"3,5-bis(trifluoromethyl)benzoic acid",725-89-3,"3,5-di(trifluoromethyl)benzoic acid;3,5-Bis(trifluoromethyl)-benzoic acid;2,6-dibromo-4-(trifluoromethyl)aniline;3,5-bis(trifluoromethyl)benzoate;RARECHEM AL BO 0001;TIMTEC-BB SBB000963;MBT-BOA;3,5-Bis-(Trifluoromethyl)-Benzoic Acid",https://chemicals.logicwebsites.com/data-sheets/4250.pdf
4'-Methoxybiphenyl-3-carboxylic acid,725-05-3,4'-methoxybiphenyl-3-carboxylate;4'-Methoxy-Biphenyl-3-Carboxylic Acid,https://chemicals.logicwebsites.com/data-sheets/4249.pdf
2-(Phenoxymethyl)benzoic Acid,724-98-1,2-Phenoxymethylbenzoic acid;2-(phenoxymethyl)benzoate,https://chemicals.logicwebsites.com/data-sheets/4248.pdf
1-phenylisatin,723-89-7,"1H-Indole-2,3-dione, 1-phenyl- (9CI);1-Phenyl-1H-indole-2,3-dione;1-Phenyl-indole-2,3-dione;1-Phenylisatin;5-21-10-00247 (Beilstein Handbook Reference);BRN 0164531;NSC 100013;Indole-2,3-dione, 1-phenyl-",https://chemicals.logicwebsites.com/data-sheets/4247.pdf
Anthracene-9-carboxylic acid,723-62-6,9-Anthroic acid;9-Anthracenecarboxylic acid;Anthracenecarboxylicacid; 9-Anthracene carboxylic acid;sodium anthracene-9-carboxylate;MS-ANTHRACENECARBOXYLIC ACID,https://chemicals.logicwebsites.com/data-sheets/4246.pdf
Sulfamethoxazole,723-46-6,N1-(5-methylisoxazol-3-yl)sulphanilamide;Sulphamethoxazole;4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide;sulfomethoxazole;3-(p-aminophenylsulfonamido)-5-methylisoxazole;Sulfamethoxazole(SMZ),https://chemicals.logicwebsites.com/data-sheets/4245.pdf
4-(hexafluoro-2-hydroxyisopropyl)aniline,722-92-9,"4-Amino-alpha,alpha-bis(trifluoromethyl)benzyl alcohol;2-(4-Aminophenyl)-1,1,1,3,3,3-hexafluoro-2-propanol;2-(4-aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol",https://chemicals.logicwebsites.com/data-sheets/4244.pdf
Diphenyliodonium nitrate,722-56-5,"Iodonium, diphenyl-, nitrate;NSC 90597;dihydroxy-oxo-ammonium; diphenyliodonium",https://chemicals.logicwebsites.com/data-sheets/4243.pdf
Prilocaine,721-50-6,2-(propylamino)propion-o-toluidide;N-(2-Methylphenyl)-2-(propylamino)propa-namide;Prilocaine base,https://chemicals.logicwebsites.com/data-sheets/4242.pdf
"3-trifluoromethyl-A,A,A-trifluoroacetophenone",721-37-9,"2,2,2-Trifluoro-3-(trifluoromethyl)-acetophenone;2,2,2-trifluoro-1-[3-(trifluoromethyl)phenyl]ethanone;2,2,2-Trifluoro-3'-(trifluoroMethyl)acetophenone",https://chemicals.logicwebsites.com/data-sheets/4241.pdf
2-phenoxy-1-phenylethanone,721-04-0,"2-Phenoxy-1-phenylethanone;ethanone, 2-phenoxy-1-phenyl-;phenoxymethyl phenyl ketone;2-Phenoxyacetophenone",https://chemicals.logicwebsites.com/data-sheets/4240.pdf
"4,4,4-Trifluoro-1-(4-methylphenyl)-1,3-butanedione",720-94-5,"4,4,4-Trifluoro-1-[4-(methyl)phenyl]-butane-1,3-dione;l-(4-Methylphenyl)-4,4,4-trifluorobutane-1,3-dione;1-(4-methylphenyl)-4,4,4-trifluoro-butane-1,3-dione;4,4,4-Trifluoro-1-(4-Methylphenyl)butane-1,3-dione",https://chemicals.logicwebsites.com/data-sheets/4239.pdf
L-alanine B-naphthylamide free base,720-82-1,L-Alanine-2-naphthylamide;H-Ala-.beta.NA;H-Ala-Betana,https://chemicals.logicwebsites.com/data-sheets/4238.pdf
Methyl 4-biphenylcarboxylate,720-75-2,P-phenylbenzoic acid methyl ester;p-Phenylbenzoic acid-OMe;Methyl 4-Phenylbenzoate;4-Biphenylcarboxylic acid methyl ester~Methyl 4-phenylbenzoate;methyl biphenyl-4-carboxylate;methyl 4-phenylcyclohexanecarboxylate,https://chemicals.logicwebsites.com/data-sheets/4237.pdf
4'-fluorobiphenyl-4-carboxylate,5731-10-2;720-73-0,"[1,1'-Biphenyl]-4-carboxylic acid, 4'-fluoro-;4'-Fluorobiphenyl-4-carboxylic acid;4-BIPHENYL-4-FLUORO-CARBOXYLIC ACID;4-(4-Fluorophenyl)benzoic acid",https://chemicals.logicwebsites.com/data-sheets/4236.pdf
Ethyl 4-chloro-2-(trifluoromethyl)pyrimidine-5-carboxylate,720-01-4,"5-Pyrimidinecarboxylic acid, 4-chloro-2-(trifluoromethyl)-, ethyl ester;Ethyl 4-chloro-2-(trifluoromethyl)-5-pyrimidinecarboxylate;Ethyl-4-chlor-2-(trifluormethyl)pyrimidin-5-carboxylat",https://chemicals.logicwebsites.com/data-sheets/4235.pdf
N-(Trifluoromethylthio)phthalimide,719-98-2,,https://chemicals.logicwebsites.com/data-sheets/4234.pdf
Ethyl diphenylphosphinite,719-80-2,Diphenylethoxyphosphine;Diphenylphosphinous acid ethyl ester;Ethoxydiphenylphosphine;Ethoxydiphenylphosphine;Ethyldiphenylphosphinite;diphenylphosphinous acid ethylester,https://chemicals.logicwebsites.com/data-sheets/4233.pdf
1-(4-fluoro-2-nitrophenyl)piperidine,719-70-0,"1-(4-Fluoro-2-nitrophenyl)piperidine;Piperidine, 1-(4-fluoro-2-nitrophenyl)-",https://chemicals.logicwebsites.com/data-sheets/4232.pdf
5-Chloro-3-phenylanthranil,719-64-2,"5-Chloro-3-phenyl-2,1-benzisoxazole;3-Phenyl-5-chloroanthranil;4-chloro-3-phenyl-2,1-benzoxazole;5-chloro-3-phenyl-2,1-benzoxazole;5-chloro-3-phenylbenzo[c]isoxazole",https://chemicals.logicwebsites.com/data-sheets/4231.pdf
Pentafluorocinnamic acid,719-60-8,"2,3,4,5,6-Pentafluorocinnamic acid;(2E)-3-(pentafluorophenyl)prop-2-enoate;(2E)-3-(pentafluorophenyl)prop-2-enoic acid;3-(pentafluorophenyl)prop-2-enoate",https://chemicals.logicwebsites.com/data-sheets/4230.pdf
2-Amino-5-chlorobenzophenone,719-59-5,(2-Amino-5-chlorophenyl)phenyl-methanone;5-Chloro-2-aminobenzophenone;2-Amino-5-chloro benzophenone,https://chemicals.logicwebsites.com/data-sheets/4229.pdf
10-Methyl-9(10H)-acridone,719-54-0,10-methylacridin-9(10H)-one;Methylacridone;N-Methylacridone,https://chemicals.logicwebsites.com/data-sheets/4228.pdf
"2,6-Di-tert-butyl-p-benzoquinone",719-22-2,"Dibutylpbenzoquinone;2,6-Di-tert-butylbenzoquinone;2,6-di-tert-butylcyclohexa-2,5-diene-1,4-dione;2,6-di-tert-butyl-p-benzoquinon",https://chemicals.logicwebsites.com/data-sheets/4226.pdf
Ethyl-2-phenyl-2-cyanobutylate,718-71-8,"(R,S)-Ethylphenylcyano-aceticacidethylester;ETHYL ETHYLPHENYLCYANOACETATE;Ethylphenylcyano-Acetic Acid Ethyl Ester;(r,s)-2-cyano-2-phenyl-butyric acid ethyl ester;Ethyl 2-Phenyl-2-cyanobutyl acid ester;2-PHENYL-2-ETHYL-2-CYANOACETIC ACID ETHYL ESTER;2-Cyano-2-phenyl-butyric Acid Ethyl Ester;a-Cyano-a-ethyl-benzeneacetic Acid Ethyl Ester;Ethyl Cyanoethylphenylacetate;NSC 6912;Ethyl 2-Phenyl-2-Cyanobutylate;ethyl 2-cyano-2-phenylbutanoate",https://chemicals.logicwebsites.com/data-sheets/4225.pdf
"2,2,2,2,2,2,-hexafluorocumyl alcohol",718-64-9,"Hexafluoro-2-phenylisopropanol;alpha,alpha-Bis(trifluoromethyl)benzyl alcohol~Hexafluorocumyl alcohol~1,1,1,3,3,3-Hexafluoro-2-phenylisopropanol;(2-Hydroxyhexafluoro-2-propyl)-benzene;1,1,1,3,3,3-hexafluoro-2-phenylpropan-2-ol",https://chemicals.logicwebsites.com/data-sheets/4224.pdf
Ethyl 3-oxo-4-phenylbutanoate,718-08-1,"benzenebutanoic acid, beta-oxo-, ethyl ester;3-OXO-4-PHENYL-BUTYRIC ACID ETHYL ESTER",https://chemicals.logicwebsites.com/data-sheets/4222.pdf
"3,5-Dimethoxyphenylpropionic acid",717-94-2,"3-(3,5-Dimethoxyphenyl)propionic acid;3-(3,5-dimethoxyphenyl)propanoic acid;3-(3,5-dimethoxyphenyl)propanoate",https://chemicals.logicwebsites.com/data-sheets/4221.pdf
"1,3,5-Triisopropylbenzene",717-74-8,TIB,https://chemicals.logicwebsites.com/data-sheets/4220.pdf
Methylhydroquinone diacetate,717-27-1,"2,5-Diacetoxytoluene;2-methylbenzene-1,4-diyl diacetate",https://chemicals.logicwebsites.com/data-sheets/4219.pdf
2-Phenylbenzimidazole,716-79-0,"2-Phenyl-1H-benzimidazole;5-23-08-00437 (Beilstein Handbook Reference);BRN 0007087;Gainex;NSC 251956;Phenizidole;Phenzidol;Phenzidole;1H-Benzimidazole, 2-phenyl-;Benzimidazole, 2-phenyl-",https://chemicals.logicwebsites.com/data-sheets/4218.pdf
3-Phenylbenzoic acid,716-76-7,3-Biphenylcarboxylic acid;biphenyl-3-carboxylic acid;biphenyl-3-carboxylate,https://chemicals.logicwebsites.com/data-sheets/4217.pdf
"D(-)Threo-1-(4-nitrophenyl)-2-amino-1,3-propanediol",716-61-0,"Aminonitrophenolpropanediol;d-threo-(-)-2-amino-1-(p-nitrophenyl)-1,3-propanediol;levoamine;D-(-)-THREO-2-AMINO-1-(4-NITROPHENYL)-1,3-PROPANEDIOL;D(-)THREO-1-(4-NITRO-PHENYL)-2-AMINO-1,3-PROPANEDIOL;CHLORAMPHENICOL-WATER SOLUBLE;(1R,2R)-2-AMINO-1-(4-NITROPHENOL)PROPANE-1,3-DIOL;(1R,2R)-(-)-2-AMINO-1-(4-NITROPHENYL)-1,3-PROPANEDIOL;(1R,2R)-2-AMINO-1-(4-NITROPHENYL)PROPANE-1,3-DIOL;(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-aminium;Amino-1-(4-nitrophenyl)propane-1,3-diol, (1R,2R)-2-;L-Base",https://chemicals.logicwebsites.com/data-sheets/4216.pdf
9-chloroanthracene,716-53-0,"Anthracene, 9-chloro-;9-Chloroanthracene;CCRIS 5547",https://chemicals.logicwebsites.com/data-sheets/4215.pdf
Naphthalenedicarboxylicanhydride,716-39-2,"2,3-Naphthalenedicarboxylic anhydride;naphtho[2,3-c]furan-1,3-dione",https://chemicals.logicwebsites.com/data-sheets/4214.pdf
6-fluoro-2-methylquinoline-4-carboxylic acid,716-03-0,"4-quinolinecarboxylic acid, 6-fluoro-2-methyl-;6-Fluoro-2-methylquinoline-4-carboxylic acid",https://chemicals.logicwebsites.com/data-sheets/4213.pdf
3-Bromophenanthrene,715-50-4,"phenanthrene, 3-bromo-",https://chemicals.logicwebsites.com/data-sheets/4212.pdf
"(2,4-dioxo-1,3-diazaspiro[4.4]non-3-yl)acetic acid",714-72-7,"(2,4-Dioxo-1,3-diazaspiro[4.4]non-3-yl)acetic acid;1,3-diazaspiro[4.4]non-1-ene-3-acetic acid, 2-hydroxy-4-oxo-;1,3-Diazaspiro[4.4]nonane-3-acetic acid, 2,4-dioxo-",https://chemicals.logicwebsites.com/data-sheets/4211.pdf
δ-Dodecalactone,713-95-1,5-Dodecanolide;5-Hydroxydodecanoic acid delta-lactone;6-Heptyltetrahydro-2H-pyran-2-one;Delta-Dodecalactone;6-Heptyltetrahydro-2H-pyran-2-one;δ-12-lactone,https://chemicals.logicwebsites.com/data-sheets/4210.pdf
m-phenoxyphenol,713-68-8,"Phenol, 3-phenoxy-;3-Phenoxyphenol;4-06-00-05667 (Beilstein Handbook Reference);BRN 1869624;NSC 57079;m-Phenoxyphenol;Phenol, m-phenoxy-",https://chemicals.logicwebsites.com/data-sheets/4209.pdf
4-(trifluoromethylthio)acetophenone,713-67-7,1-{4-[(trifluoromethyl)sulfanyl]phenyl}ethanone,https://chemicals.logicwebsites.com/data-sheets/4208.pdf
4-(trifluoromethoxy)nitrobenzene,713-65-5,1-Nitro-4-(trifluoromethoxy)benzene;p-Nitrotrifluoromethoxybenzene;4-Nitro-1-trifluoromethoxybenzene;2-(pentafluorophenyl)propan-2-ol;1-Nitro-4-Trifluoromethoxy-Benzene,https://chemicals.logicwebsites.com/data-sheets/4207.pdf
Methyl 3-hydroxy-4-nitrobenzoate,713-52-0,3-Hydroxy-4-nitrobenzoic acid methyl ester;5-(methoxycarbonyl)-2-nitrophenolate,https://chemicals.logicwebsites.com/data-sheets/4206.pdf
ethyl 3-amino-5-fluoro-4-methyl-benzoate,713-47-3,"benzoic acid, 3-amino-5-fluoro-4-methyl-, ethyl ester;Ethyl 3-amino-5-fluoro-4-methylbenzoate;3-Amino-5-Fluoro-4-Methylbenzoic Acid Ethyl Ester",https://chemicals.logicwebsites.com/data-sheets/4205.pdf
1-[4-(trifluoromethyl)phenyl]propan-2-one,713-45-1,1-(4-(trifluoromethyl)phenyl)propan-2-one,https://chemicals.logicwebsites.com/data-sheets/4204.pdf
2-Fluoro-5-nitrobenzenesulfonyl chloride,713-21-3,,https://chemicals.logicwebsites.com/data-sheets/4203.pdf
6-Nitropiperonal,712-97-0,"(3,4-Methylenedioxy-6-nitrobenzald;4,5-Methylenedioxy-2-nitrobenzaldehyde;6-Nitro-1,3-benzodioxole-5-carboxaldehyde;6-nitro-1,3-benzodioxole-5-carbaldehyde;4,5-(Methylenedioxy)-2-nitrobenzaldehyde",https://chemicals.logicwebsites.com/data-sheets/4202.pdf
4-Phenylbenzylamine,712-76-5,4-Phenylenzylamine;1-(biphenyl-4-yl)methanamine;biphenyl-4-ylmethanaminium;4-(Aminomethyl)biphenyl,https://chemicals.logicwebsites.com/data-sheets/4201.pdf
"benzene-1,2,4,5-tetracarbonitrile",712-74-3,"1,2,4,5-Benzenetetracarbonitrile;1,2,4,5-Tetracyanobenzene;712-74-3;Benzol-1,2,4,5-tetracarbonitril",https://chemicals.logicwebsites.com/data-sheets/4200.pdf
"2,2'-dimethyl-4,4'-bipyridine",712-61-8,"2,2'-Dimethyl-4,4'-bipyridine",https://chemicals.logicwebsites.com/data-sheets/4199.pdf
Cyclohexyl phenyl ketone,712-50-5,"Benzoylcyclohexane;1,2,3,4,5,6-Hexahydrobenzophenone;Cyclohexyl Phenyll Ketone;cyclohexyl(phenyl)methanone",https://chemicals.logicwebsites.com/data-sheets/4198.pdf
Nitroanilinesulfonicacid; 95%,712-24-3,3-Nitroaniline-4-sulfonic acid;4-amino-2-nitrobenzenesulfonic acid,https://chemicals.logicwebsites.com/data-sheets/4197.pdf
5-methoxytryptophol,712-09-4,"Methoxytryptophol;5-21-05-00034 (Beilstein Handbook Reference);5-Methoxy-1H-indole-3-ethanol;5-Methoxyindole-3-ethanol;5-Methoxytryptophol;BRN 0145680;1H-Indole-3-ethanol, 5-methoxy- (9CI);Indole-3-ethanol, 5-methoxy-;2-(5-methoxy-1H-indol-3-yl)ethanol",https://chemicals.logicwebsites.com/data-sheets/4196.pdf
"2,2,2-trifluoro-1-(4-methoxyphenyl)ethanone",711-38-6,"2,2,2-Trifluoro-1-(4-methoxyphenyl)ethanone;4'-METHOXY-2,2,2-TRIFLUOROACETOPHENONE;Ethanone, 2,2,2-trifluoro-1-(4-methoxyphenyl)-",https://chemicals.logicwebsites.com/data-sheets/4195.pdf
4-(trifluoromethyl)propiophenone,711-33-1,p-Trifluoromethylpropiophenone;1-[4-(trifluoromethyl)phenyl]propan-1-one;4'-(trifluoromethyl)propiophenone,https://chemicals.logicwebsites.com/data-sheets/4194.pdf
"bicyclo[2.2.2]octane-1,4-dicarboxylic acid",711-02-4,"Bicyclo[2.2.2]Octane-1,4-Dicarboxylic Acid",https://chemicals.logicwebsites.com/data-sheets/4193.pdf
"Tricyclo(3.3.1.13,7)decane-1-carboxylic acid, methyl ester",711-01-3,"1-Adamantanecarboxylic acid, methyl ester;Adamantan-1-carboxylic acid, methyl ester;Methyl adamantane-1-carboxylate;tricyclo[3.3.1.1~3,7~]decane-1-carboxylic acid, methyl ester;methyl tricyclo[3.3.1.1~3,7~]decane-1-carboxylate;Adamantane-1-carboxylic acid methyl ester;1-Adamantyl Carboxylic Acid Methyl Ester;Methyl 1-Adamantane Carboxylate",https://chemicals.logicwebsites.com/data-sheets/4192.pdf
"1,2-Cyclopropanedicarboxylic acid, diethyl ester, (1R,2S)-rel-",710-43-0,"Cis-Diethyl Cyclopropane-1,2-Dicarboxylate",https://chemicals.logicwebsites.com/data-sheets/4191.pdf
4-(Trifluoromethoxy)anisole,710-18-9,1-Methoxy-4-(trifluormethoxy)benzol;1-Methoxy-4-(trifluoromethoxy)benzene;FXFFOR DO1,https://chemicals.logicwebsites.com/data-sheets/4189.pdf
2-(Tetrahydrofurfuryloxy)tetrahydropyran,710-14-5,2+3-(tetrahydrofurfuryloxy)tetrahydro pyran;2-(tetrahydrofuran-2-ylmethoxy)tetrahydro-2H-pyran;(2S)-2-[(2R)-tetrahydrofuran-2-ylmethoxy]tetrahydro-2H-pyran;(2R)-2-[(2R)-tetrahydrofuran-2-ylmethoxy]tetrahydro-2H-pyran;(2S)-2-[(2S)-tetrahydrofuran-2-ylmethoxy]tetrahydro-2H-pyran;(2R)-2-[(2S)-tetrahydrofuran-2-ylmethoxy]tetrahydro-2H-pyran,https://chemicals.logicwebsites.com/data-sheets/4188.pdf
2-oxo-4-phenylbutyric acid,710-11-2,OPBA;2-oxo-4-phenyl butan;benzylpyruvic acid;CHEMBRDG-BB 4013598;2-oxo-4-phenyl-butyric acid;2-oxo-4-phenyl butanoic acid;α-carbonylphenylbutyric acid;Alpha-carbonyl phenyl butyric acid;α-carbonylphenylbutyric acid;4-Phenyl-2-oxobutanoic acid;4-phenyl-2-oxobutyric acid;2-oxo-4-phenylbutanoic acid,https://chemicals.logicwebsites.com/data-sheets/4187.pdf
undecanoic delta-lactone,710-04-3,delta-Undecanolactone;6-hexyltetrahydro-2H-pyran-2-one;Delta-Undecalactone,https://chemicals.logicwebsites.com/data-sheets/4186.pdf
"3,4-DICHLOROPROPIONANILIDE",709-98-8,"DCPADPA,FW-734;FW 734;KEM-RAY;Chem Rice;drexel;Erban;apronox;3',4'-DICHLOROPROPIONANILIDE;Propanil;N-(3,4-dichlorophenyl)propanamide",https://chemicals.logicwebsites.com/data-sheets/4185.pdf
1-(3-Nitrophenyl)-2-thiourea,709-72-8,1-(3-nitrophenyl)thiourea,https://chemicals.logicwebsites.com/data-sheets/4184.pdf
4-(Trifluoromethyl)acetophenone,709-63-7,"4[-(Trifluoromethyl)acetophenone;4'-(Trifluoromethyl)acetophenone;4-Acetylbenzotrifluoride;1-[4-(trifluoromethyl)phenyl]ethanone;2-bromo-2,2-difluoroethanamine;p-Trifluoromethylacetophenone;Sodium4-trifluoromethylbenzoate;4-(Trifluoromethyl) acetophenone;4'-(Trifluoromethyl)-Acetophenone",https://chemicals.logicwebsites.com/data-sheets/4183.pdf
etilefrine,709-55-7,"Etilefrine [INN];Etilefrine;Etilefrin;(+-)-Etilefrin;(+-)-Etilefrine;1-(3'-Hydroxyphenyl)-2-ethylaminoethanol;1-(3-Hydroxyphenyl)-2-(ethylamino)ethanol;Benzenemethanol, alpha-((ethylamino)methyl)-3-hydroxy-;Benzyl alcohol, alpha-((ethylamino)methyl)-m-hydroxy-;Effortil;Ethyl noradrianol;Ethyladrianol;Ethylphenylephrine;Etilefrina;Etilefrina [DCIT];Etilefrina [Spanish];Etilefrinum;Etilefrinum [INN-Latin];Etilefrinum [Latin];Etilephrine;N-Ethylnorphenylephrine;Racemic etilefrine;S 40032;S 40032-7;UNII-ZB6F8MY53V;alpha-((Ethylamino)methyl)-m-hydroxybenzyl alcohol;alpha-(m-Hydroxyphenyl)-beta-(ethylamino)ethanol;m-Hydroxy-alpha-(ethylaminomethyl)benzyl alcohol;m-Hydroxyphenylethanolethylamine",https://chemicals.logicwebsites.com/data-sheets/4181.pdf
methyl β-D-glucoside,709-50-2,"beta-D-Glucopyranoside, methyl;1-O-Methyl-beta-D-glucopyranoside;Methyl beta-D-glucopyranoside;Methyl beta-D-glucoside;NSC 403457;beta-Methylglucoside;Methyl-B-D-Glucopyranoside;Beta-Methyl-D-Glucoside;1-O-Me-Beta-D-Glc;1-O-Methyl-Glucoside;Methyl β-D-glucopyranoside",https://chemicals.logicwebsites.com/data-sheets/4180.pdf
"2,4-Dinitroiodobenzene",709-49-9,"2,4-Dinitro-1-iodobenzene;1-Iodo-2,4-dinitrobenzene",https://chemicals.logicwebsites.com/data-sheets/4179.pdf
"1,2-Dimethoxy-4-nitrobenzene",709-09-1,"4-Nitroveratrole;1,2-dimethoxy-4-nitro-benzen;3,4-Dimethoxynitrobenzene;4-Nitrcveratrole;4-NITRO-1,2-DIMETHOXYBENZENE;Benzene, 1,2-dimethoxy-4-nitro-;3,4-dimethoxy-nitrobenzene",https://chemicals.logicwebsites.com/data-sheets/4178.pdf
1-methyluric acid,708-79-2,"1-Methyluric acid;7,9-Dihydro-1-methyl-1H-purine-2,6,8(3H)-trione;1-methyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione",https://chemicals.logicwebsites.com/data-sheets/4177.pdf
"4,6-Dimethoxysalicylaldehyde",708-76-9,"2-Hydroxy-4,6-dimethoxybenzaldehyde;2,4-Dimethoxy-6-hydroxybenzaldehyde",https://chemicals.logicwebsites.com/data-sheets/4176.pdf
"2,2,2,3'-tetrafluoroacetophenone",708-64-5,"Ethanone, 2,2,2-trifluoro-1-(3-fluorophenyl)-;Acetophenone, 2,2,2,3'-tetrafluoro-;NSC 158170;m,alpha,alpha,alpha-Tetrafluoroacetophenone;m-Fluorotrifluoroacetophenone;2,2,2-Trifluoro-1-(3-fluorophenyl)ethan-1-one;2,2,2-trifluoro-1-(3-fluorophenyl)ethanone",https://chemicals.logicwebsites.com/data-sheets/4173.pdf
Dihydroxymethoxyacetohpenonehydrate,708-53-2,"2,3-Dihydroxy-4-methoxyacetohpenone;1-(2,3-dihydroxy-4-methoxyphenyl)ethanone;2,3-DIHYDROXY-4-METHOXYACETOPHENONE",https://chemicals.logicwebsites.com/data-sheets/4172.pdf
2-Hydroxy-1-naphthaldehyde,708-06-5,2-Hyroxy-1-Naphthyldhyd;TIMTEC-BB SBB003835;1-formyl-2-hydroxynaphthalene,https://chemicals.logicwebsites.com/data-sheets/4171.pdf
2-(6-Aminopurin-9-yl)ethanol,707-99-3,9-(2-hydroxyethyl) adenine;9-(2-hydroxyethyl) adenine; ;2-(6-amino-9H-purin-9-yl)ethanol;6-AMINO-9H-PURIN-9-ETHANOL,https://chemicals.logicwebsites.com/data-sheets/4170.pdf
Trifluoromethylbenzalchloride,707-72-2,"1-(Dichloromethyl)-2-(trifluoromethyl)benzene;Alpha',alpha'-dichloro-alpha,alpha,alpha-trifluoro-O-xylene;Benzene, 1-(dichloromethyl)-2-(trifluoromethyl)-;2-(Trifluoromethyl)benzal chloride",https://chemicals.logicwebsites.com/data-sheets/4168.pdf
"4-Bromo-N,N-dimethylbenzenesulfonamide",707-60-8,,https://chemicals.logicwebsites.com/data-sheets/4167.pdf
"3,5-Dimethyl-1-adamantanol",707-37-9,"3,5-Dimethyladamantan-1-ol;707-37-9;3,5-dimethyltricyclo[3.3.1.1~3,7~]decan-1-ol",https://chemicals.logicwebsites.com/data-sheets/4166.pdf
"5-Chloro-1,3-dimethyladamantane",707-36-8,"1-Chloro-3,5-dimethyladamantane;1-chloro-3,5-dimethyltricyclo[3.3.1.1~3,7~]decane",https://chemicals.logicwebsites.com/data-sheets/4165.pdf
